sentence_id	essay_id	sentence_txt	idx_in_essay
7595	3376	Another reason why in libraries certain materials shouldn't be removed is that by removing certain materials you would be interfering with education	9
7596	3376	Books, movies and other such things are used for learning even weather people realize it or not, and the more oppuntunties a person has to learn the better	10
7597	3376	And who are we to decide what a person decides to educate themselves about	11
7598	3376	There has infact been times in history when people in charge have wrongly decide that the public should not be educate or know about certain things and it was wrong then and it would be even more wrong now in our modern society	12
7599	3376	A society that is based on learning and knowledge, a socity that in situration should not hinder a persons ability to learn	13
7600	3376	Also I realize some people @MONTH1 argue that for young children some materials are better left unviewed, but that's is where parents come in	14
7601	3376	It's there resoponsibility to decide what their children read or see and not anyone elses	15
7602	3376	And so there is no reason why anyone should interfere with a parents choice as long as it is in aggrement with the law	16
7603	3376	These are the reasons why I think libraries shouldn't be allowed to decided what materials and subjects are put on their shelfs	17
7604	3376	For some dicsion no one can make to satify everyone and to be in the right	18
7605	3376	Therefore it is better that such things are left up to the person themselves.	19
7606	3378	People believe that censorship is impotant in Libraries	0
7607	3378	They believe that things should not be released if they have a bad subject matter	1
7608	3378	They feel that it is sending a bad message to children and teaching them horrible things to do and say	2
7609	3378	I disagree with them on this and these are the reasons why	3
7610	3378	I feel that books/music/movies/magazines shouldn't be taken off the shelf is they have cuss words inside, i feel that they should continue to sell them even if they have bad words inside	4
7611	3378	I feel this way because there are alot of horrible things in this world	5
7612	3378	Children have to learn that, and i feel like cussing or anything of that subject matter isnt that big of a deal there is so much more to worry about then a couple of bad words children read and listen to	6
7613	3378	I listen to music that has cuss words on the inside and i also read books with bad words and it doesnt infulence me in any kind of way	7
7614	3378	So we shouldn't always try to control every one we should just let them be on the shelfs and let them or there parents decide if it's innaporpate or not.in conclusion i feel again that they should be on the shelfs and people should be allowed to listen/read whatever they want to	8
